id|.order_no|.user_id|.status|.amount|.receiver_name|.receiver_phone|.remark|.create_time|.order_date
2526|.SO0000002526|.26280|.SHIPPED|.17430.53|.李芳|.13508803220|.发现备注|.2026-08-06 16:21:22|.2026-08-06
2527|.SO0000002527|.34611|.DONE|.19117.6|.覃玲|.13829133385|.出来备注|.2026-07-08 03:36:25|.2026-07-08
2528|.SO0000002528|.27412|.SHIPPED|.10790.59|.苑建华|.13341666663|.我们备注|.2026-09-07 14:51:28|.2026-09-07
2529|.SO0000002529|.28051|.PAID|.613.75|.陈桂花|.13546755247|.有些备注|.2026-08-09 02:06:31|.2026-08-09
2530|.SO0000002530|.29562|.CREATED|.1106.0|.刘宇|.13184283207|.也是备注|.2026-07-11 13:21:34|.2026-07-11
2531|.SO0000002531|.28004|.CANCELED|.13886.31|.涂凯|.13879425441|.用户备注|.2026-09-10 00:36:37|.2026-09-10
2532|.SO0000002532|.6826|.CREATED|.9198.17|.林燕|.13635850560|.评论备注|.2026-08-12 11:51:40|.2026-08-12
2533|.SO0000002533|.48252|.CREATED|.16676.19|.王鹏|.13494172698|.解决备注|.2026-07-14 23:06:43|.2026-07-14
2534|.SO0000002534|.33692|.CANCELED|.19116.72|.郭秀兰|.13744420286|.今天备注|.2026-09-13 10:21:46|.2026-09-13
2535|.SO0000002535|.55078|.DONE|.13481.79|.陈旭|.13237810367|.知道备注|.2026-08-15 21:36:49|.2026-08-15
2536|.SO0000002536|.55025|.PAID|.15100.23|.应倩|.13235158069|.最新备注|.2026-07-17 08:51:52|.2026-07-17
2537|.SO0000002537|.20316|.PAID|.10083.77|.喻华|.13999981988|.登录备注|.2026-09-16 20:06:55|.2026-09-16
2538|.SO0000002538|.45927|.PAID|.6490.44|.袁桂芝|.13380784773|.威望备注|.2026-08-18 07:21:58|.2026-08-18
2539|.SO0000002539|.59671|.CREATED|.6202.27|.毛红霞|.13925483005|.可是备注|.2026-07-20 18:37:01|.2026-07-20
2540|.SO0000002540|.45397|.CREATED|.3275.81|.顾超|.13576826681|.|.2026-06-21 05:52:04|.2026-06-21
2541|.SO0000002541|.14915|.PAID|.683.88|.叶琴|.13623393169|.设备备注|.2026-08-21 17:07:07|.2026-08-21
2542|.SO0000002542|.24313|.SHIPPED|.5922.64|.廖建军|.13922603203|.之后备注|.2026-07-23 04:22:10|.2026-07-23
2543|.SO0000002543|.15265|.CANCELED|.7573.41|.葛彬|.13426225061|.一些备注|.2026-06-24 15:37:13|.2026-06-24
2544|.SO0000002544|.615|.CREATED|.15951.35|.秦玉珍|.13568572784|.学生备注|.2026-08-24 02:52:16|.2026-08-24
2545|.SO0000002545|.26366|.DONE|.3125.23|.张博|.13910047808|.这个备注|.2026-07-26 14:07:19|.2026-07-26
2546|.SO0000002546|.32867|.PAID|.16850.85|.张桂芝|.13800031222|.更新备注|.2026-06-27 01:22:22|.2026-06-27
2547|.SO0000002547|.12942|.PAID|.11550.68|.李艳|.13495324925|.成功备注|.2026-08-27 12:37:25|.2026-08-27
2548|.SO0000002548|.4037|.SHIPPED|.9848.6|.刘志强|.13378846454|.不会备注|.2026-07-29 23:52:28|.2026-07-29
2549|.SO0000002549|.21759|.PAID|.18243.95|.王小红|.13637242215|.文章备注|.2026-06-30 11:07:31|.2026-06-30
2550|.SO0000002550|.19357|.CANCELED|.4028.67|.何旭|.13757139210|.但是备注|.2026-08-30 22:22:34|.2026-08-30
2551|.SO0000002551|.27470|.SHIPPED|.13206.89|.李峰|.13258955384|.因为备注|.2026-08-01 09:37:37|.2026-08-01
2552|.SO0000002552|.27455|.CANCELED|.18342.51|.刘秀云|.13910173475|.比较备注|.2026-07-03 20:52:40|.2026-07-03
2553|.SO0000002553|.21040|.DONE|.6291.81|.钟建|.13636991801|.出现备注|.2026-09-02 08:07:43|.2026-09-02
2554|.SO0000002554|.16695|.DONE|.19835.07|.张浩|.13850427691|.能力备注|.2026-08-04 19:22:46|.2026-08-04
2555|.SO0000002555|.51227|.CANCELED|.19531.88|.潘桂芳|.13277352422|.一直备注|.2026-07-06 06:37:49|.2026-07-06
2556|.SO0000002556|.17752|.PAID|.8414.91|.张伟|.13453139660|.一次备注|.2026-09-05 17:52:52|.2026-09-05
2557|.SO0000002557|.22880|.CANCELED|.9831.23|.鞠洁|.13897491157|.技术备注|.2026-08-07 05:07:55|.2026-08-07
2558|.SO0000002558|.39897|.CANCELED|.209.05|.张凤英|.13612970599|.今年备注|.2026-07-09 16:22:58|.2026-07-09
2559|.SO0000002559|.21693|.PAID|.8504.82|.李玉梅|.13696901139|.|.2026-09-08 03:38:01|.2026-09-08
2560|.SO0000002560|.5980|.PAID|.7465.96|.程宇|.13274019753|.质量备注|.2026-08-10 14:53:04|.2026-08-10
2561|.SO0000002561|.18095|.PAID|.19850.49|.黄平|.13474116780|.增加备注|.2026-07-12 02:08:07|.2026-07-12
2562|.SO0000002562|.15272|.DONE|.12538.16|.唐宇|.13699731300|.有限备注|.2026-09-11 13:23:10|.2026-09-11
2563|.SO0000002563|.42101|.SHIPPED|.573.11|.苗建平|.13658035444|.图片备注|.2026-08-13 00:38:13|.2026-08-13
2564|.SO0000002564|.33918|.DONE|.16718.84|.李淑兰|.13598167465|.行业备注|.2026-07-15 11:53:16|.2026-07-15
2565|.SO0000002565|.29715|.PAID|.1889.92|.丛华|.13783294071|.相关备注|.2026-09-14 23:08:19|.2026-09-14
2566|.SO0000002566|.35867|.DONE|.12163.34|.王杰|.13446857965|.文件备注|.2026-08-16 10:23:22|.2026-08-16
2567|.SO0000002567|.33677|.DONE|.1562.79|.王欢|.13909391625|.下载备注|.2026-07-18 21:38:25|.2026-07-18
2568|.SO0000002568|.39139|.DONE|.8876.74|.程利|.13072116556|.大小备注|.2026-09-17 08:53:28|.2026-09-17
2569|.SO0000002569|.7840|.PAID|.15018.76|.温桂珍|.13886528889|.因为备注|.2026-08-19 20:08:31|.2026-08-19
2570|.SO0000002570|.606|.CREATED|.609.36|.雷红|.13265317390|.|.2026-07-21 07:23:34|.2026-07-21
2571|.SO0000002571|.47431|.CREATED|.2014.37|.胡秀梅|.13535491204|.显示备注|.2026-06-22 18:38:37|.2026-06-22
2572|.SO0000002572|.17875|.DONE|.3193.97|.郑娟|.13905123256|.比较备注|.2026-08-22 05:53:40|.2026-08-22
2573|.SO0000002573|.34165|.SHIPPED|.13700.98|.杨畅|.13089607604|.程序备注|.2026-07-24 17:08:43|.2026-07-24
2574|.SO0000002574|.1740|.CANCELED|.19599.92|.黄桂芝|.13351097812|.|.2026-06-25 04:23:46|.2026-06-25
2575|.SO0000002575|.61074|.PAID|.5793.59|.张伟|.13650257363|.帖子备注|.2026-08-25 15:38:49|.2026-08-25
2576|.SO0000002576|.51433|.PAID|.13654.81|.许红|.13964260244|.比较备注|.2026-07-27 02:53:52|.2026-07-27
2577|.SO0000002577|.37981|.CANCELED|.3179.02|.潘萍|.13278998112|.帖子备注|.2026-06-28 14:08:55|.2026-06-28
2578|.SO0000002578|.57519|.CREATED|.17872.74|.贾桂香|.13530689647|.中国备注|.2026-08-28 01:23:58|.2026-08-28
2579|.SO0000002579|.40781|.PAID|.10314.68|.王婷|.13038142765|.学习备注|.2026-07-30 12:39:01|.2026-07-30
2580|.SO0000002580|.6742|.PAID|.11328.84|.杨兵|.13760660309|.具有备注|.2026-07-01 23:54:04|.2026-07-01
2581|.SO0000002581|.26644|.CREATED|.6345.85|.张倩|.13835028493|.|.2026-08-31 11:09:07|.2026-08-31
2582|.SO0000002582|.17197|.CREATED|.12033.0|.郭玉兰|.13511528668|.|.2026-08-02 22:24:10|.2026-08-02
2583|.SO0000002583|.45183|.CANCELED|.3640.8|.张霞|.13438884594|.安全备注|.2026-07-04 09:39:13|.2026-07-04
2584|.SO0000002584|.29731|.CANCELED|.16086.0|.崔文|.13959825994|.情况备注|.2026-09-03 20:54:16|.2026-09-03
2585|.SO0000002585|.9251|.PAID|.15471.88|.侯帅|.13847951598|.工程备注|.2026-08-05 08:09:19|.2026-08-05
2586|.SO0000002586|.24567|.CANCELED|.7077.11|.杨秀兰|.13501759129|.最新备注|.2026-07-07 19:24:22|.2026-07-07
2587|.SO0000002587|.47641|.PAID|.4091.61|.张春梅|.13401267397|.自己备注|.2026-09-06 06:39:25|.2026-09-06
2588|.SO0000002588|.50556|.SHIPPED|.13070.68|.李秀芳|.13816212235|.起来备注|.2026-08-08 17:54:28|.2026-08-08
2589|.SO0000002589|.12729|.SHIPPED|.9972.46|.王凤英|.1X000002589|.孩子备注|.2026-07-10 05:09:31|.2026-07-10
2590|.SO0000002590|.51330|.PAID|.6900.32|.张建军|.13047562573|.这样备注|.2026-09-09 16:24:34|.2026-09-09
2591|.SO0000002591|.58732|.PAID|.14126.42|.胡强|.13405887676|.本站备注|.2026-08-11 03:39:37|.2026-08-11
2592|.SO0000002592|.54745|.CANCELED|.19044.55|.樊博|.13063200439|.登录备注|.2026-07-13 14:54:40|.2026-07-13
2593|.SO0000002593|.50848|.SHIPPED|.19186.83|.蔡佳|.13955819411|.就是备注|.2026-09-12 02:09:43|.2026-09-12
2594|.SO0000002594|.32356|.CREATED|.6878.02|.左瑞|.13693114220|.是一备注|.2026-08-14 13:24:46|.2026-08-14
2595|.SO0000002595|.36055|.DONE|.4809.23|.刘丽丽|.13800215049|.也是备注|.2026-07-16 00:39:49|.2026-07-16
2596|.SO0000002596|.537|.DONE|.9150.75|.窦洋|.13684695927|.支持备注|.2026-09-15 11:54:52|.2026-09-15
2597|.SO0000002597|.16698|.CREATED|.1618.77|.陈凤英|.13626907616|.美国备注|.2026-08-17 23:09:55|.2026-08-17
2598|.SO0000002598|.43263|.CANCELED|.957.52|.尹想|.13573337340|.|.2026-07-19 10:24:58|.2026-07-19
2599|.SO0000002599|.3462|.CANCELED|.4600.27|.陆宇|.13256725033|.系统备注|.2026-09-18 21:40:01|.2026-09-18
2600|.SO0000002600|.16604|.PAID|.18525.78|.刘颖|.13467469278|.活动备注|.2026-08-20 08:55:04|.2026-08-20
2601|.SO0000002601|.14792|.PAID|.9648.81|.曹军|.13193923859|.日期备注|.2026-07-22 20:10:07|.2026-07-22
2602|.SO0000002602|.42011|.DONE|.1879.87|.童莉|.13686362465|.相关备注|.2026-06-23 07:25:10|.2026-06-23
2603|.SO0000002603|.6130|.CREATED|.3878.26|.吴雪|.13371385707|.国家备注|.2026-08-23 18:40:13|.2026-08-23
2604|.SO0000002604|.10785|.CANCELED|.16082.43|.罗鑫|.13708047490|.联系备注|.2026-07-25 05:55:16|.2026-07-25
2605|.SO0000002605|.46124|.SHIPPED|.16269.97|.梁丹|.13874425812|.帖子备注|.2026-06-26 17:10:19|.2026-06-26
2606|.SO0000002606|.36368|.CREATED|.5412.01|.陈桂花|.13232961534|.类别备注|.2026-08-26 04:25:22|.2026-08-26
2607|.SO0000002607|.8024|.DONE|.7270.26|.张凤英|.13684167156|.通过备注|.2026-07-28 15:40:25|.2026-07-28
2608|.SO0000002608|.38073|.PAID|.7029.47|.方旭|.13199216446|.|.2026-06-29 02:55:28|.2026-06-29
2609|.SO0000002609|.29574|.PAID|.16243.75|.苏娜|.13415859772|.报告备注|.2026-08-29 14:10:31|.2026-08-29
2610|.SO0000002610|.5613|.PAID|.8904.36|.柴玉|.13239097239|.您的备注|.2026-07-31 01:25:34|.2026-07-31
2611|.SO0000002611|.45024|.CREATED|.12764.72|.郑平|.13066052142|.软件备注|.2026-07-02 12:40:37|.2026-07-02
2612|.SO0000002612|.52883|.PAID|.13193.53|.李佳|.13553667587|.系统备注|.2026-09-01 23:55:40|.2026-09-01
2613|.SO0000002613|.53450|.CANCELED|.12150.24|.梅秀云|.13432015878|.更新备注|.2026-08-03 11:10:43|.2026-08-03
2614|.SO0000002614|.57702|.CREATED|.9129.02|.江凤英|.13011478090|.用户备注|.2026-07-05 22:25:46|.2026-07-05
2615|.SO0000002615|.40371|.PAID|.2456.35|.徐玲|.13582265728|.管理备注|.2026-09-04 09:40:49|.2026-09-04
2616|.SO0000002616|.10660|.PAID|.9588.94|.李海燕|.13119186886|.|.2026-08-06 20:55:52|.2026-08-06
2617|.SO0000002617|.6956|.CREATED|.1719.67|.唐海燕|.13996745030|.基本备注|.2026-07-08 08:10:55|.2026-07-08
2618|.SO0000002618|.42322|.PAID|.1608.42|.何秀珍|.13960617709|.数据备注|.2026-09-07 19:25:58|.2026-09-07
2619|.SO0000002619|.37821|.CANCELED|.18975.4|.杨琴|.13084260996|.世界备注|.2026-08-09 06:41:01|.2026-08-09
2620|.SO0000002620|.51980|.SHIPPED|.10937.61|.刘晶|.13759268711|.自己备注|.2026-07-11 17:56:04|.2026-07-11
2621|.SO0000002621|.13053|.CREATED|.17136.75|.王艳|.13028359384|.的话备注|.2026-09-10 05:11:07|.2026-09-10
2622|.SO0000002622|.52718|.DONE|.5575.94|.孙萍|.13582552100|.只是备注|.2026-08-12 16:26:10|.2026-08-12
2623|.SO0000002623|.11238|.CREATED|.1060.26|.焦丽|.13649120947|.留言备注|.2026-07-14 03:41:13|.2026-07-14
2624|.SO0000002624|.6590|.PAID|.10377.81|.卫宁|.13317643630|.报告备注|.2026-09-13 14:56:16|.2026-09-13
2625|.SO0000002625|.27052|.CREATED|.1007.3|.陈霞|.13778675859|.系统备注|.2026-08-15 02:11:19|.2026-08-15
2626|.SO0000002626|.42914|.CANCELED|.9707.1|.王淑珍|.13019011742|.可以备注|.2026-07-17 13:26:22|.2026-07-17
2627|.SO0000002627|.27755|.PAID|.17176.74|.姚伟|.13818859843|.客户备注|.2026-09-16 00:41:25|.2026-09-16
2628|.SO0000002628|.12979|.CREATED|.3129.78|.张秀兰|.13159576701|.大学备注|.2026-08-18 11:56:28|.2026-08-18
2629|.SO0000002629|.52546|.SHIPPED|.3231.87|.邵梅|.13061836896|.最新备注|.2026-07-20 23:11:31|.2026-07-20
2630|.SO0000002630|.3037|.DONE|.6361.25|.张春梅|.13950587991|.|.2026-06-21 10:26:34|.2026-06-21
2631|.SO0000002631|.29446|.PAID|.9484.75|.刘东|.13472206919|.那个备注|.2026-08-21 21:41:37|.2026-08-21
2632|.SO0000002632|.55193|.CANCELED|.1037.21|.祁桂芝|.13598980211|.只有备注|.2026-07-23 08:56:40|.2026-07-23
2633|.SO0000002633|.16493|.DONE|.9443.6|.赵倩|.13452600954|.回复备注|.2026-06-24 20:11:43|.2026-06-24
2634|.SO0000002634|.44126|.PAID|.1302.53|.张桂英|.13603038070|.包括备注|.2026-08-24 07:26:46|.2026-08-24
2635|.SO0000002635|.34300|.CREATED|.16641.48|.苗梅|.13509813757|.学校备注|.2026-07-26 18:41:49|.2026-07-26
2636|.SO0000002636|.16678|.DONE|.5349.74|.马亮|.13666954002|.成为备注|.2026-06-27 05:56:52|.2026-06-27
2637|.SO0000002637|.5618|.CREATED|.15285.61|.张兵|.13014240633|.业务备注|.2026-08-27 17:11:55|.2026-08-27
2638|.SO0000002638|.35055|.SHIPPED|.13563.32|.张峰|.13441647992|.过程备注|.2026-07-29 04:26:58|.2026-07-29
2639|.SO0000002639|.47836|.CREATED|.18854.42|.吴秀芳|.13154275215|.社会备注|.2026-06-30 15:42:01|.2026-06-30
2640|.SO0000002640|.303|.SHIPPED|.2568.85|.李丽丽|.13923203562|.希望备注|.2026-08-30 02:57:04|.2026-08-30
2641|.SO0000002641|.48704|.DONE|.15230.95|.王淑兰|.13164135145|.所以备注|.2026-08-01 14:12:07|.2026-08-01
2642|.SO0000002642|.9942|.DONE|.13780.02|.高玉英|.13578354120|.产品备注|.2026-07-03 01:27:10|.2026-07-03
2643|.SO0000002643|.22070|.CREATED|.9204.1|.刘丹丹|.13101200902|.今年备注|.2026-09-02 12:42:13|.2026-09-02
2644|.SO0000002644|.24434|.SHIPPED|.1248.92|.邓阳|.13544380669|.学习备注|.2026-08-04 23:57:16|.2026-08-04
2645|.SO0000002645|.42335|.CANCELED|.13187.16|.陈旭|.13233218508|.不会备注|.2026-07-06 11:12:19|.2026-07-06
2646|.SO0000002646|.53716|.CREATED|.9608.63|.骆玉兰|.13142752447|.一直备注|.2026-09-05 22:27:22|.2026-09-05
2647|.SO0000002647|.39571|.PAID|.4637.73|.周玉华|.13696825431|.文化备注|.2026-08-07 09:42:25|.2026-08-07
2648|.SO0000002648|.24860|.CANCELED|.5219.56|.范秀英|.13226343121|.中心备注|.2026-07-09 20:57:28|.2026-07-09
2649|.SO0000002649|.33802|.PAID|.7697.35|.李桂香|.13318186491|.说明备注|.2026-09-08 08:12:31|.2026-09-08
2650|.SO0000002650|.50177|.PAID|.13732.37|.韩玉珍|.13866428225|.影响备注|.2026-08-10 19:27:34|.2026-08-10
2651|.SO0000002651|.13539|.CREATED|.18952.08|.李玉华|.1X000002651|.|.2026-07-12 06:42:37|.2026-07-12
2652|.SO0000002652|.37187|.DONE|.9337.52|.谢楠|.13514751252|.决定备注|.2026-09-11 17:57:40|.2026-09-11
2653|.SO0000002653|.40767|.PAID|.2936.69|.赵刚|.13144681919|.时间备注|.2026-08-13 05:12:43|.2026-08-13
2654|.SO0000002654|.28481|.PAID|.14089.7|.林燕|.13132560132|.实现备注|.2026-07-15 16:27:46|.2026-07-15
2655|.SO0000002655|.38382|.PAID|.6442.77|.杨莉|.13561072506|.搜索备注|.2026-09-14 03:42:49|.2026-09-14
2656|.SO0000002656|.43772|.CANCELED|.6562.71|.徐彬|.13350591460|.发现备注|.2026-08-16 14:57:52|.2026-08-16
2657|.SO0000002657|.30539|.DONE|.5336.11|.贾春梅|.13230412645|.地址备注|.2026-07-18 02:12:55|.2026-07-18
2658|.SO0000002658|.14367|.PAID|.16778.64|.岑丹丹|.13406422775|.比较备注|.2026-09-17 13:27:58|.2026-09-17
2659|.SO0000002659|.27273|.CANCELED|.8376.38|.陆琴|.13765914308|.内容备注|.2026-08-19 00:43:01|.2026-08-19
2660|.SO0000002660|.14130|.DONE|.12815.3|.罗彬|.13531178948|.也是备注|.2026-07-21 11:58:04|.2026-07-21
2661|.SO0000002661|.20025|.DONE|.11031.43|.钟秀荣|.13397798861|.教育备注|.2026-06-22 23:13:07|.2026-06-22
2662|.SO0000002662|.49694|.PAID|.15951.61|.赵玉|.13773689651|.那些备注|.2026-08-22 10:28:10|.2026-08-22
2663|.SO0000002663|.52357|.CREATED|.8617.05|.董涛|.13845012848|.实现备注|.2026-07-24 21:43:13|.2026-07-24
2664|.SO0000002664|.30513|.SHIPPED|.4720.83|.农瑞|.13306732325|.详细备注|.2026-06-25 08:58:16|.2026-06-25
2665|.SO0000002665|.32869|.PAID|.19425.62|.姚芳|.13360776693|.这样备注|.2026-08-25 20:13:19|.2026-08-25
2666|.SO0000002666|.29751|.SHIPPED|.16381.01|.李萍|.13400924293|.成为备注|.2026-07-27 07:28:22|.2026-07-27
2667|.SO0000002667|.44866|.DONE|.914.71|.胡坤|.13448036692|.浏览备注|.2026-06-28 18:43:25|.2026-06-28
2668|.SO0000002668|.5264|.PAID|.9231.31|.夏洋|.13559520611|.或者备注|.2026-08-28 05:58:28|.2026-08-28
2669|.SO0000002669|.20580|.DONE|.7141.58|.徐秀梅|.13574023543|.今天备注|.2026-07-30 17:13:31|.2026-07-30
2670|.SO0000002670|.6328|.PAID|.14992.42|.穆勇|.13589059659|.以后备注|.2026-07-01 04:28:34|.2026-07-01
2671|.SO0000002671|.50881|.CREATED|.4363.33|.朱桂芝|.13722862819|.他们备注|.2026-08-31 15:43:37|.2026-08-31
2672|.SO0000002672|.13124|.CREATED|.18478.42|.刘琴|.13502427512|.商品备注|.2026-08-02 02:58:40|.2026-08-02
2673|.SO0000002673|.43923|.PAID|.16886.78|.邓帆|.13377582959|.投资备注|.2026-07-04 14:13:43|.2026-07-04
2674|.SO0000002674|.57496|.PAID|.6656.97|.都颖|.13957207191|.文件备注|.2026-09-03 01:28:46|.2026-09-03
2675|.SO0000002675|.18727|.SHIPPED|.14247.04|.阎晨|.13912189878|.一种备注|.2026-08-05 12:43:49|.2026-08-05
2676|.SO0000002676|.12356|.DONE|.16966.17|.王琴|.13745413093|.教育备注|.2026-07-07 23:58:52|.2026-07-07
2677|.SO0000002677|.788|.SHIPPED|.11878.35|.曹健|.13004888277|.希望备注|.2026-09-06 11:13:55|.2026-09-06
2678|.SO0000002678|.4374|.SHIPPED|.5460.73|.李秀梅|.13382048418|.生活备注|.2026-08-08 22:28:58|.2026-08-08
2679|.SO0000002679|.1435|.CREATED|.16773.21|.赵春梅|.13935649494|.等级备注|.2026-07-10 09:44:01|.2026-07-10
2680|.SO0000002680|.1900|.CANCELED|.7879.42|.秦荣|.13395946550|.很多备注|.2026-09-09 20:59:04|.2026-09-09
2681|.SO0000002681|.21839|.CANCELED|.8902.98|.庞淑珍|.13171340844|.一下备注|.2026-08-11 08:14:07|.2026-08-11
2682|.SO0000002682|.95|.SHIPPED|.14563.18|.樊桂芳|.13358244435|.通过备注|.2026-07-13 19:29:10|.2026-07-13
2683|.SO0000002683|.4576|.SHIPPED|.12258.25|.王敏|.13502022801|.|.2026-09-12 06:44:13|.2026-09-12
2684|.SO0000002684|.5777|.CREATED|.14328.98|.元飞|.13040327932|.感觉备注|.2026-08-14 17:59:16|.2026-08-14
2685|.SO0000002685|.26645|.DONE|.14218.0|.冉芳|.13452560399|.数据备注|.2026-07-16 05:14:19|.2026-07-16
2686|.SO0000002686|.3652|.SHIPPED|.13197.66|.杨淑英|.13244243088|.文化备注|.2026-09-15 16:29:22|.2026-09-15
2687|.SO0000002687|.16311|.DONE|.7621.5|.卫超|.13013457683|.来源备注|.2026-08-17 03:44:25|.2026-08-17
2688|.SO0000002688|.38827|.PAID|.18110.4|.唐英|.13957232800|.作者备注|.2026-07-19 14:59:28|.2026-07-19
2689|.SO0000002689|.12524|.CANCELED|.8394.15|.孙秀华|.13687455901|.一个备注|.2026-09-18 02:14:31|.2026-09-18
2690|.SO0000002690|.46079|.CREATED|.13242.39|.傅玉兰|.13085719646|.出现备注|.2026-08-20 13:29:34|.2026-08-20
2691|.SO0000002691|.7603|.PAID|.3762.55|.李旭|.13955810484|.准备备注|.2026-07-22 00:44:37|.2026-07-22
2692|.SO0000002692|.43252|.CANCELED|.16121.28|.梁秀云|.13502042637|.国际备注|.2026-06-23 11:59:40|.2026-06-23
2693|.SO0000002693|.39154|.CANCELED|.11351.7|.张慧|.13946609464|.操作备注|.2026-08-23 23:14:43|.2026-08-23
2694|.SO0000002694|.14647|.CANCELED|.9569.06|.李刚|.13256751024|.以下备注|.2026-07-25 10:29:46|.2026-07-25
2695|.SO0000002695|.54727|.PAID|.12396.87|.张建军|.13797189920|.开始备注|.2026-06-26 21:44:49|.2026-06-26
2696|.SO0000002696|.19721|.CREATED|.7189.88|.程坤|.13323144812|.|.2026-08-26 08:59:52|.2026-08-26
2697|.SO0000002697|.59743|.PAID|.3410.65|.李艳|.13802232216|.还是备注|.2026-07-28 20:14:55|.2026-07-28
2698|.SO0000002698|.6697|.DONE|.5829.27|.芦玉|.13117642361|.威望备注|.2026-06-29 07:29:58|.2026-06-29
2699|.SO0000002699|.8950|.PAID|.16002.96|.李健|.13736243024|.地区备注|.2026-08-29 18:45:01|.2026-08-29
2700|.SO0000002700|.36816|.PAID|.5570.0|.任鹏|.13744012578|.方面备注|.2026-07-31 06:00:04|.2026-07-31
2701|.SO0000002701|.21130|.SHIPPED|.12599.34|.谢凤兰|.13515374356|.到了备注|.2026-07-02 17:15:07|.2026-07-02
2702|.SO0000002702|.41414|.DONE|.9926.75|.李玉华|.1X000002702|.事情备注|.2026-09-01 04:30:10|.2026-09-01
2703|.SO0000002703|.844|.CREATED|.1805.11|.张磊|.13503409024|.对于备注|.2026-08-03 15:45:13|.2026-08-03
2704|.SO0000002704|.22199|.CANCELED|.17449.11|.曾飞|.13991434104|.注册备注|.2026-07-05 03:00:16|.2026-07-05
2705|.SO0000002705|.55285|.PAID|.11206.53|.冉峰|.13070047019|.可能备注|.2026-09-04 14:15:19|.2026-09-04
2706|.SO0000002706|.53266|.SHIPPED|.8714.62|.杨浩|.13581365140|.作者备注|.2026-08-06 01:30:22|.2026-08-06
2707|.SO0000002707|.45549|.DONE|.9659.83|.沈建军|.13404967482|.更新备注|.2026-07-08 12:45:25|.2026-07-08
2708|.SO0000002708|.34886|.CANCELED|.779.36|.李楠|.13646377511|.如果备注|.2026-09-07 00:00:28|.2026-09-07
2709|.SO0000002709|.9341|.CREATED|.15227.32|.钟玉兰|.13243092450|.他的备注|.2026-08-09 11:15:31|.2026-08-09
2710|.SO0000002710|.8252|.DONE|.7701.93|.孙芳|.13772595842|.电脑备注|.2026-07-11 22:30:34|.2026-07-11
2711|.SO0000002711|.20036|.SHIPPED|.19946.97|.周凤英|.13897624687|.原因备注|.2026-09-10 09:45:37|.2026-09-10
2712|.SO0000002712|.43832|.PAID|.8704.53|.吴淑兰|.13032479508|.合作备注|.2026-08-12 21:00:40|.2026-08-12
2713|.SO0000002713|.59458|.CREATED|.17594.13|.邱宇|.13027839085|.进入备注|.2026-07-14 08:15:43|.2026-07-14
2714|.SO0000002714|.21299|.PAID|.10941.93|.罗玉梅|.13368297705|.技术备注|.2026-09-13 19:30:46|.2026-09-13
2715|.SO0000002715|.7863|.DONE|.7745.51|.白想|.13866207745|.成为备注|.2026-08-15 06:45:49|.2026-08-15
2716|.SO0000002716|.13055|.CREATED|.8666.89|.徐敏|.13896879984|.之间备注|.2026-07-17 18:00:52|.2026-07-17
2717|.SO0000002717|.36278|.DONE|.13759.47|.邹柳|.13737331737|.服务备注|.2026-09-16 05:15:55|.2026-09-16
2718|.SO0000002718|.16283|.PAID|.700.8|.蔡飞|.13870983580|.一下备注|.2026-08-18 16:30:58|.2026-08-18
2719|.SO0000002719|.12657|.PAID|.13760.42|.陈欣|.13334260669|.支持备注|.2026-07-20 03:46:01|.2026-07-20
2720|.SO0000002720|.46447|.CANCELED|.3611.8|.赵建华|.13406935879|.业务备注|.2026-06-21 15:01:04|.2026-06-21
2721|.SO0000002721|.27621|.PAID|.3975.97|.周旭|.13042743053|.感觉备注|.2026-08-21 02:16:07|.2026-08-21
2722|.SO0000002722|.9942|.CREATED|.9334.38|.黄燕|.13986691808|.|.2026-07-23 13:31:10|.2026-07-23
2723|.SO0000002723|.37363|.SHIPPED|.17170.65|.陶丽娟|.13928149418|.以上备注|.2026-06-24 00:46:13|.2026-06-24
2724|.SO0000002724|.218|.SHIPPED|.16206.03|.孙洁|.13318878468|.那些备注|.2026-08-24 12:01:16|.2026-08-24
2725|.SO0000002725|.25512|.DONE|.15850.91|.李林|.13109238297|.因此备注|.2026-07-26 23:16:19|.2026-07-26
2726|.SO0000002726|.27125|.PAID|.4255.18|.艾婷婷|.13825771876|.报告备注|.2026-06-27 10:31:22|.2026-06-27
2727|.SO0000002727|.41430|.DONE|.15049.57|.曾畅|.13520689913|.其他备注|.2026-08-27 21:46:25|.2026-08-27
2728|.SO0000002728|.25608|.SHIPPED|.12192.78|.王玉梅|.13414245597|.经营备注|.2026-07-29 09:01:28|.2026-07-29
2729|.SO0000002729|.45909|.DONE|.4584.77|.杨秀珍|.13445435302|.最后备注|.2026-06-30 20:16:31|.2026-06-30
2730|.SO0000002730|.48975|.CREATED|.4776.19|.陈小红|.13474039327|.公司备注|.2026-08-30 07:31:34|.2026-08-30
2731|.SO0000002731|.34794|.PAID|.19573.52|.熊海燕|.13670020070|.需要备注|.2026-08-01 18:46:37|.2026-08-01
2732|.SO0000002732|.54819|.PAID|.5721.41|.张秀英|.13946612339|.|.2026-07-03 06:01:40|.2026-07-03
2733|.SO0000002733|.16013|.SHIPPED|.8563.2|.莫萍|.13204881782|.可以备注|.2026-09-02 17:16:43|.2026-09-02
2734|.SO0000002734|.34574|.CREATED|.9708.98|.耿博|.13343814382|.非常备注|.2026-08-04 04:31:46|.2026-08-04
